1 0.0126245
2 0.00979759
3 0.0079163
4 0.00659398
5 0.00562469
6 0.00489015
7 0.00431821
8 0.00386278
9 0.0034932
10 0.00318853
11 0.0029335
12 0.00271787
13 0.00253311
14 0.00237367
15 0.00223492
16 0.00211303
17 0.00200533
18 0.00190944
19 0.00182397
20 0.00174703
21 0.0016774
22 0.00161457
23 0.00155722
24 0.00150481
25 0.00145677
26 0.00141257
27 0.00137179
28 0.00133406
29 0.00129889
30 0.00126636
31 0.00123604
32 0.00120772
33 0.00118122
34 0.00115653
35 0.00113319
36 0.00111122
37 0.00109051
38 0.00107097
39 0.00105249
40 0.001035
41 0.00101842
42 0.00100251
43 0.000987555
44 0.000973324
45 0.000959769
46 0.000946844
47 0.000934507
48 0.00092272
49 0.000911447
50 0.000900656
51 0.000890318
52 0.000880405
53 0.000870892
54 0.000861757
55 0.000852976
56 0.000844531
57 0.000836403
58 0.000828575
59 0.00082103
60 0.000813754
61 0.000806734
62 0.000799955
63 0.000793406
64 0.000787076
65 0.000780955
66 0.000775031
67 0.000769296
68 0.000763741
69 0.000758358
70 0.00075314
71 0.000748078
72 0.000743166
73 0.000738398
74 0.000733767
75 0.000729248
76 0.000724875
77 0.000720623
78 0.000716487
79 0.000712463
80 0.000708546
81 0.000704731
82 0.000701016
83 0.000697396
84 0.000693868
85 0.000690428
86 0.000687073
87 0.0006838
88 0.000680606
89 0.000677488
90 0.000674444
91 0.000671471
92 0.000668566
93 0.000665728
94 0.000662954
95 0.000660241
96 0.000657589
97 0.000654995
98 0.000652456
99 0.000649972
100 0.000647541
